date_id,date,day,day_of_the_week,month,quarter,year
1511,2017-11-29,29,Wednesday,November,4,2017
1513,2017-12-01,1,Friday,December,4,2017
1514,2017-12-02,2,Saturday,December,4,2017
1516,2017-12-04,4,Monday,December,4,2017
1518,2017-12-06,6,Wednesday,December,4,2017
1519,2017-12-07,7,Thursday,December,4,2017
1520,2017-12-08,8,Friday,December,4,2017
1521,2017-12-09,9,Saturday,December,4,2017
1523,2017-12-11,11,Monday,December,4,2017
1524,2017-12-12,12,Tuesday,December,4,2017
1525,2017-12-13,13,Wednesday,December,4,2017
1526,2017-12-14,14,Thursday,December,4,2017
1527,2017-12-15,15,Friday,December,4,2017
1530,2017-12-18,18,Monday,December,4,2017
1531,2017-12-19,19,Tuesday,December,4,2017
1532,2017-12-20,20,Wednesday,December,4,2017
1533,2017-12-21,21,Thursday,December,4,2017
1534,2017-12-22,22,Friday,December,4,2017
1535,2017-12-23,23,Saturday,December,4,2017
1536,2017-12-24,24,Sunday,December,4,2017
1539,2017-12-27,27,Wednesday,December,4,2017
1541,2017-12-29,29,Friday,December,4,2017
1542,2017-12-30,30,Saturday,December,4,2017
1543,2017-12-31,31,Sunday,December,4,2017
1545,2018-01-02,2,Tuesday,January,1,2018
1547,2018-01-04,4,Thursday,January,1,2018
1548,2018-01-05,5,Friday,January,1,2018
1549,2018-01-06,6,Saturday,January,1,2018
1550,2018-01-07,7,Sunday,January,1,2018
1551,2018-01-08,8,Monday,January,1,2018
1552,2018-01-09,9,Tuesday,January,1,2018
1553,2018-01-10,10,Wednesday,January,1,2018
171,2014-03-27,27,Thursday,March,1,2014
1554,2018-01-11,11,Thursday,January,1,2018
1555,2018-01-12,12,Friday,January,1,2018
1556,2018-01-13,13,Saturday,January,1,2018
1559,2018-01-16,16,Tuesday,January,1,2018
1560,2018-01-17,17,Wednesday,January,1,2018
1561,2018-01-18,18,Thursday,January,1,2018
1562,2018-01-19,19,Friday,January,1,2018
1563,2018-01-20,20,Saturday,January,1,2018
1564,2018-01-21,21,Sunday,January,1,2018
1565,2018-01-22,22,Monday,January,1,2018
1567,2018-01-24,24,Wednesday,January,1,2018
1568,2018-01-25,25,Thursday,January,1,2018
1570,2018-01-27,27,Saturday,January,1,2018
1571,2018-01-28,28,Sunday,January,1,2018
1572,2018-01-29,29,Monday,January,1,2018
1576,2018-02-02,2,Friday,February,1,2018
1579,2018-02-05,5,Monday,February,1,2018
1581,2018-02-07,7,Wednesday,February,1,2018
1583,2018-02-09,9,Friday,February,1,2018
1586,2018-02-12,12,Monday,February,1,2018
1587,2018-02-13,13,Tuesday,February,1,2018
1591,2018-02-17,17,Saturday,February,1,2018
1588,2018-02-14,14,Wednesday,February,1,2018
1589,2018-02-15,15,Thursday,February,1,2018
1590,2018-02-16,16,Friday,February,1,2018
1594,2018-02-20,20,Tuesday,February,1,2018
1596,2018-02-22,22,Thursday,February,1,2018
1597,2018-02-23,23,Friday,February,1,2018
1598,2018-02-24,24,Saturday,February,1,2018
1599,2018-02-25,25,Sunday,February,1,2018
1600,2018-02-26,26,Monday,February,1,2018
1601,2018-02-27,27,Tuesday,February,1,2018
1602,2018-02-28,28,Wednesday,February,1,2018
1603,2018-03-01,1,Thursday,March,1,2018
1605,2018-03-03,3,Saturday,March,1,2018
1606,2018-03-04,4,Sunday,March,1,2018
1607,2018-03-05,5,Monday,March,1,2018
1608,2018-03-06,6,Tuesday,March,1,2018
1609,2018-03-07,7,Wednesday,March,1,2018
1611,2018-03-09,9,Friday,March,1,2018
1612,2018-03-10,10,Saturday,March,1,2018
1613,2018-03-11,11,Sunday,March,1,2018
1615,2018-03-13,13,Tuesday,March,1,2018
1616,2018-03-14,14,Wednesday,March,1,2018
1617,2018-03-15,15,Thursday,March,1,2018
1618,2018-03-16,16,Friday,March,1,2018
1620,2018-03-18,18,Sunday,March,1,2018
1621,2018-03-19,19,Monday,March,1,2018
1623,2018-03-21,21,Wednesday,March,1,2018
1624,2018-03-22,22,Thursday,March,1,2018
1627,2018-03-25,25,Sunday,March,1,2018
1628,2018-03-26,26,Monday,March,1,2018
1629,2018-03-27,27,Tuesday,March,1,2018
1630,2018-03-28,28,Wednesday,March,1,2018
1632,2018-03-30,30,Friday,March,1,2018
98,2014-01-13,13,Monday,January,1,2014
107,2014-01-22,22,Wednesday,January,1,2014
161,2014-03-17,17,Monday,March,1,2014
188,2014-04-13,13,Sunday,April,2,2014
230,2014-05-25,25,Sunday,May,2,2014
295,2014-07-29,29,Tuesday,July,3,2014
296,2014-07-30,30,Wednesday,July,3,2014
308,2014-08-11,11,Monday,August,3,2014
316,2014-08-19,19,Tuesday,August,3,2014
339,2014-09-11,11,Thursday,September,3,2014
341,2014-09-13,13,Saturday,September,3,2014
356,2014-09-28,28,Sunday,September,3,2014
365,2014-10-07,7,Tuesday,October,4,2014
370,2014-10-12,12,Sunday,October,4,2014
372,2014-10-14,14,Tuesday,October,4,2014
385,2014-10-27,27,Monday,October,4,2014
388,2014-10-30,30,Thursday,October,4,2014
424,2014-12-05,5,Friday,December,4,2014
434,2014-12-15,15,Monday,December,4,2014
499,2015-02-18,18,Wednesday,February,1,2015
523,2015-03-14,14,Saturday,March,1,2015
538,2015-03-29,29,Sunday,March,1,2015
579,2015-05-10,10,Sunday,May,2,2015
904,2016-03-30,30,Wednesday,March,1,2016
966,2016-05-31,31,Tuesday,May,2,2016
349,2014-09-21,21,Sunday,September,3,2014
1117,2016-10-30,30,Sunday,October,4,2016
1247,2017-03-10,10,Friday,March,1,2017
1291,2017-04-23,23,Sunday,April,2,2017
1406,2017-08-16,16,Wednesday,August,3,2017
1497,2017-11-15,15,Wednesday,November,4,2017
1515,2017-12-03,3,Sunday,December,4,2017
1522,2017-12-10,10,Sunday,December,4,2017
30,2013-05-16,16,Thursday,May,2,2013
150,2014-03-06,6,Thursday,March,1,2014
181,2014-04-06,6,Sunday,April,2,2014
184,2014-04-09,9,Wednesday,April,2,2014
197,2014-04-22,22,Tuesday,April,2,2014
200,2014-04-25,25,Friday,April,2,2014
229,2014-05-24,24,Saturday,May,2,2014
248,2014-06-12,12,Thursday,June,2,2014
263,2014-06-27,27,Friday,June,2,2014
264,2014-06-28,28,Saturday,June,2,2014
360,2014-10-02,2,Thursday,October,4,2014
421,2014-12-02,2,Tuesday,December,4,2014
519,2015-03-10,10,Tuesday,March,1,2015
526,2015-03-17,17,Tuesday,March,1,2015
583,2015-05-14,14,Thursday,May,2,2015
618,2015-06-18,18,Thursday,June,2,2015
633,2015-07-03,3,Friday,July,3,2015
741,2015-10-19,19,Monday,October,4,2015
870,2016-02-25,25,Thursday,February,1,2016
901,2016-03-27,27,Sunday,March,1,2016
936,2016-05-01,1,Sunday,May,2,2016
990,2016-06-25,25,Saturday,June,2,2016
999,2016-07-04,4,Monday,July,3,2016
1090,2016-10-03,3,Monday,October,4,2016
1103,2016-10-16,16,Sunday,October,4,2016
186,2014-04-11,11,Friday,April,2,2014
1229,2017-02-20,20,Monday,February,1,2017
163,2014-03-19,19,Wednesday,March,1,2014
309,2014-08-12,12,Tuesday,August,3,2014
441,2014-12-22,22,Monday,December,4,2014
543,2015-04-03,3,Friday,April,2,2015
611,2015-06-11,11,Thursday,June,2,2015
675,2015-08-14,14,Friday,August,3,2015
1036,2016-08-10,10,Wednesday,August,3,2016
1275,2017-04-07,7,Friday,April,2,2017
403,2014-11-14,14,Friday,November,4,2014
702,2015-09-10,10,Thursday,September,3,2015
96,2014-01-11,11,Saturday,January,1,2014
117,2014-02-01,1,Saturday,February,1,2014
189,2014-04-14,14,Monday,April,2,2014
223,2014-05-18,18,Sunday,May,2,2014
364,2014-10-06,6,Monday,October,4,2014
427,2014-12-08,8,Monday,December,4,2014
934,2016-04-29,29,Friday,April,2,2016
413,2014-11-24,24,Monday,November,4,2014
1577,2018-02-03,3,Saturday,February,1,2018
224,2014-05-19,19,Monday,May,2,2014
387,2014-10-29,29,Wednesday,October,4,2014
433,2014-12-14,14,Sunday,December,4,2014
472,2015-01-22,22,Thursday,January,1,2015
607,2015-06-07,7,Sunday,June,2,2015
644,2015-07-14,14,Tuesday,July,3,2015
1181,2017-01-02,2,Monday,January,1,2017
101,2014-01-16,16,Thursday,January,1,2014
103,2014-01-18,18,Saturday,January,1,2014
110,2014-01-25,25,Saturday,January,1,2014
126,2014-02-10,10,Monday,February,1,2014
131,2014-02-15,15,Saturday,February,1,2014
139,2014-02-23,23,Sunday,February,1,2014
140,2014-02-24,24,Monday,February,1,2014
145,2014-03-01,1,Saturday,March,1,2014
155,2014-03-11,11,Tuesday,March,1,2014
157,2014-03-13,13,Thursday,March,1,2014
162,2014-03-18,18,Tuesday,March,1,2014
166,2014-03-22,22,Saturday,March,1,2014
193,2014-04-18,18,Friday,April,2,2014
221,2014-05-16,16,Friday,May,2,2014
235,2014-05-30,30,Friday,May,2,2014
237,2014-06-01,1,Sunday,June,2,2014
246,2014-06-10,10,Tuesday,June,2,2014
247,2014-06-11,11,Wednesday,June,2,2014
251,2014-06-15,15,Sunday,June,2,2014
257,2014-06-21,21,Saturday,June,2,2014
279,2014-07-13,13,Sunday,July,3,2014
285,2014-07-19,19,Saturday,July,3,2014
294,2014-07-28,28,Monday,July,3,2014
301,2014-08-04,4,Monday,August,3,2014
304,2014-08-07,7,Thursday,August,3,2014
306,2014-08-09,9,Saturday,August,3,2014
334,2014-09-06,6,Saturday,September,3,2014
345,2014-09-17,17,Wednesday,September,3,2014
347,2014-09-19,19,Friday,September,3,2014
351,2014-09-23,23,Tuesday,September,3,2014
367,2014-10-09,9,Thursday,October,4,2014
375,2014-10-17,17,Friday,October,4,2014
376,2014-10-18,18,Saturday,October,4,2014
377,2014-10-19,19,Sunday,October,4,2014
394,2014-11-05,5,Wednesday,November,4,2014
415,2014-11-26,26,Wednesday,November,4,2014
432,2014-12-13,13,Saturday,December,4,2014
471,2015-01-21,21,Wednesday,January,1,2015
483,2015-02-02,2,Monday,February,1,2015
504,2015-02-23,23,Monday,February,1,2015
553,2015-04-13,13,Monday,April,2,2015
573,2015-05-04,4,Monday,May,2,2015
588,2015-05-19,19,Tuesday,May,2,2015
773,2015-11-20,20,Friday,November,4,2015
794,2015-12-11,11,Friday,December,4,2015
835,2016-01-21,21,Thursday,January,1,2016
847,2016-02-02,2,Tuesday,February,1,2016
874,2016-02-29,29,Monday,February,1,2016
1003,2016-07-08,8,Friday,July,3,2016
1155,2016-12-07,7,Wednesday,December,4,2016
1214,2017-02-05,5,Sunday,February,1,2017
1633,2018-03-31,31,Saturday,March,1,2018
286,2014-07-20,20,Sunday,July,3,2014
578,2015-05-09,9,Saturday,May,2,2015
1427,2017-09-06,6,Wednesday,September,3,2017
255,2014-06-19,19,Thursday,June,2,2014
568,2015-04-29,29,Wednesday,April,2,2015
875,2016-03-01,1,Tuesday,March,1,2016
956,2016-05-21,21,Saturday,May,2,2016
974,2016-06-08,8,Wednesday,June,2,2016
997,2016-07-02,2,Saturday,July,3,2016
1002,2016-07-07,7,Thursday,July,3,2016
1074,2016-09-17,17,Saturday,September,3,2016
1193,2017-01-14,14,Saturday,January,1,2017
343,2014-09-15,15,Monday,September,3,2014
468,2015-01-18,18,Sunday,January,1,2015
1460,2017-10-09,9,Monday,October,4,2017
373,2014-10-15,15,Wednesday,October,4,2014
175,2014-03-31,31,Monday,March,1,2014
192,2014-04-17,17,Thursday,April,2,2014
344,2014-09-16,16,Tuesday,September,3,2014
782,2015-11-29,29,Sunday,November,4,2015
170,2014-03-26,26,Wednesday,March,1,2014
395,2014-11-06,6,Thursday,November,4,2014
436,2014-12-17,17,Wednesday,December,4,2014
234,2014-05-29,29,Thursday,May,2,2014
1610,2018-03-08,8,Thursday,March,1,2018
11,2013-03-03,3,Sunday,March,1,2013
72,2013-10-07,7,Monday,October,4,2013
100,2014-01-15,15,Wednesday,January,1,2014
129,2014-02-13,13,Thursday,February,1,2014
133,2014-02-17,17,Monday,February,1,2014
149,2014-03-05,5,Wednesday,March,1,2014
199,2014-04-24,24,Thursday,April,2,2014
212,2014-05-07,7,Wednesday,May,2,2014
214,2014-05-09,9,Friday,May,2,2014
220,2014-05-15,15,Thursday,May,2,2014
227,2014-05-22,22,Thursday,May,2,2014
259,2014-06-23,23,Monday,June,2,2014
317,2014-08-20,20,Wednesday,August,3,2014
352,2014-09-24,24,Wednesday,September,3,2014
359,2014-10-01,1,Wednesday,October,4,2014
408,2014-11-19,19,Wednesday,November,4,2014
411,2014-11-22,22,Saturday,November,4,2014
417,2014-11-28,28,Friday,November,4,2014
439,2014-12-20,20,Saturday,December,4,2014
443,2014-12-24,24,Wednesday,December,4,2014
448,2014-12-29,29,Monday,December,4,2014
450,2014-12-31,31,Wednesday,December,4,2014
469,2015-01-19,19,Monday,January,1,2015
473,2015-01-23,23,Friday,January,1,2015
478,2015-01-28,28,Wednesday,January,1,2015
482,2015-02-01,1,Sunday,February,1,2015
511,2015-03-02,2,Monday,March,1,2015
1050,2016-08-24,24,Wednesday,August,3,2016
529,2015-03-20,20,Friday,March,1,2015
546,2015-04-06,6,Monday,April,2,2015
551,2015-04-11,11,Saturday,April,2,2015
569,2015-04-30,30,Thursday,April,2,2015
593,2015-05-24,24,Sunday,May,2,2015
602,2015-06-02,2,Tuesday,June,2,2015
625,2015-06-25,25,Thursday,June,2,2015
659,2015-07-29,29,Wednesday,July,3,2015
686,2015-08-25,25,Tuesday,August,3,2015
693,2015-09-01,1,Tuesday,September,3,2015
720,2015-09-28,28,Monday,September,3,2015
759,2015-11-06,6,Friday,November,4,2015
780,2015-11-27,27,Friday,November,4,2015
793,2015-12-10,10,Thursday,December,4,2015
804,2015-12-21,21,Monday,December,4,2015
824,2016-01-10,10,Sunday,January,1,2016
1430,2017-09-09,9,Saturday,September,3,2017
832,2016-01-18,18,Monday,January,1,2016
844,2016-01-30,30,Saturday,January,1,2016
909,2016-04-04,4,Monday,April,2,2016
917,2016-04-12,12,Tuesday,April,2,2016
949,2016-05-14,14,Saturday,May,2,2016
953,2016-05-18,18,Wednesday,May,2,2016
958,2016-05-23,23,Monday,May,2,2016
988,2016-06-23,23,Thursday,June,2,2016
1010,2016-07-15,15,Friday,July,3,2016
1044,2016-08-18,18,Thursday,August,3,2016
1083,2016-09-26,26,Monday,September,3,2016
1135,2016-11-17,17,Thursday,November,4,2016
1578,2018-02-04,4,Sunday,February,1,2018
104,2014-01-19,19,Sunday,January,1,2014
172,2014-03-28,28,Friday,March,1,2014
628,2015-06-28,28,Sunday,June,2,2015
817,2016-01-03,3,Sunday,January,1,2016
1115,2016-10-28,28,Friday,October,4,2016
252,2014-06-16,16,Monday,June,2,2014
266,2014-06-30,30,Monday,June,2,2014
267,2014-07-01,1,Tuesday,July,3,2014
280,2014-07-14,14,Monday,July,3,2014
564,2015-04-25,25,Saturday,April,2,2015
918,2016-04-13,13,Wednesday,April,2,2016
138,2014-02-22,22,Saturday,February,1,2014
211,2014-05-06,6,Tuesday,May,2,2014
114,2014-01-29,29,Wednesday,January,1,2014
274,2014-07-08,8,Tuesday,July,3,2014
196,2014-04-21,21,Monday,April,2,2014
323,2014-08-26,26,Tuesday,August,3,2014
727,2015-10-05,5,Monday,October,4,2015
168,2014-03-24,24,Monday,March,1,2014
169,2014-03-25,25,Tuesday,March,1,2014
256,2014-06-20,20,Friday,June,2,2014
282,2014-07-16,16,Wednesday,July,3,2014
290,2014-07-24,24,Thursday,July,3,2014
300,2014-08-03,3,Sunday,August,3,2014
342,2014-09-14,14,Sunday,September,3,2014
348,2014-09-20,20,Saturday,September,3,2014
358,2014-09-30,30,Tuesday,September,3,2014
363,2014-10-05,5,Sunday,October,4,2014
446,2014-12-27,27,Saturday,December,4,2014
705,2015-09-13,13,Sunday,September,3,2015
378,2014-10-20,20,Monday,October,4,2014
536,2015-03-27,27,Friday,March,1,2015
231,2014-05-26,26,Monday,May,2,2014
444,2014-12-25,25,Thursday,December,4,2014
726,2015-10-04,4,Sunday,October,4,2015
5,2013-01-26,26,Saturday,January,1,2013
7,2013-02-03,3,Sunday,February,1,2013
8,2013-02-09,9,Saturday,February,1,2013
13,2013-03-07,7,Thursday,March,1,2013
15,2013-03-11,11,Monday,March,1,2013
17,2013-03-21,21,Thursday,March,1,2013
18,2013-04-18,18,Thursday,April,2,2013
23,2013-04-28,28,Sunday,April,2,2013
24,2013-05-02,2,Thursday,May,2,2013
26,2013-05-11,11,Saturday,May,2,2013
27,2013-05-12,12,Sunday,May,2,2013
31,2013-05-18,18,Saturday,May,2,2013
33,2013-05-23,23,Thursday,May,2,2013
34,2013-05-25,25,Saturday,May,2,2013
36,2013-06-10,10,Monday,June,2,2013
37,2013-06-15,15,Saturday,June,2,2013
38,2013-06-21,21,Friday,June,2,2013
40,2013-06-27,27,Thursday,June,2,2013
42,2013-07-02,2,Tuesday,July,3,2013
43,2013-07-07,7,Sunday,July,3,2013
47,2013-07-20,20,Saturday,July,3,2013
48,2013-07-26,26,Friday,July,3,2013
49,2013-07-30,30,Tuesday,July,3,2013
51,2013-08-04,4,Sunday,August,3,2013
52,2013-08-05,5,Monday,August,3,2013
79,2013-11-22,22,Friday,November,4,2013
53,2013-08-06,6,Tuesday,August,3,2013
55,2013-08-14,14,Wednesday,August,3,2013
56,2013-08-17,17,Saturday,August,3,2013
57,2013-08-19,19,Monday,August,3,2013
58,2013-08-20,20,Tuesday,August,3,2013
59,2013-08-23,23,Friday,August,3,2013
61,2013-09-07,7,Saturday,September,3,2013
64,2013-09-15,15,Sunday,September,3,2013
66,2013-09-19,19,Thursday,September,3,2013
68,2013-09-22,22,Sunday,September,3,2013
69,2013-09-24,24,Tuesday,September,3,2013
74,2013-10-13,13,Sunday,October,4,2013
76,2013-10-27,27,Sunday,October,4,2013
77,2013-11-10,10,Sunday,November,4,2013
82,2013-12-07,7,Saturday,December,4,2013
85,2013-12-26,26,Thursday,December,4,2013
87,2014-01-02,2,Thursday,January,1,2014
88,2014-01-03,3,Friday,January,1,2014
89,2014-01-04,4,Saturday,January,1,2014
90,2014-01-05,5,Sunday,January,1,2014
94,2014-01-09,9,Thursday,January,1,2014
102,2014-01-17,17,Friday,January,1,2014
105,2014-01-20,20,Monday,January,1,2014
106,2014-01-21,21,Tuesday,January,1,2014
113,2014-01-28,28,Tuesday,January,1,2014
116,2014-01-31,31,Friday,January,1,2014
119,2014-02-03,3,Monday,February,1,2014
122,2014-02-06,6,Thursday,February,1,2014
128,2014-02-12,12,Wednesday,February,1,2014
236,2014-05-31,31,Saturday,May,2,2014
130,2014-02-14,14,Friday,February,1,2014
134,2014-02-18,18,Tuesday,February,1,2014
135,2014-02-19,19,Wednesday,February,1,2014
146,2014-03-02,2,Sunday,March,1,2014
148,2014-03-04,4,Tuesday,March,1,2014
151,2014-03-07,7,Friday,March,1,2014
152,2014-03-08,8,Saturday,March,1,2014
154,2014-03-10,10,Monday,March,1,2014
156,2014-03-12,12,Wednesday,March,1,2014
160,2014-03-16,16,Sunday,March,1,2014
164,2014-03-20,20,Thursday,March,1,2014
174,2014-03-30,30,Sunday,March,1,2014
177,2014-04-02,2,Wednesday,April,2,2014
178,2014-04-03,3,Thursday,April,2,2014
182,2014-04-07,7,Monday,April,2,2014
183,2014-04-08,8,Tuesday,April,2,2014
93,2014-01-08,8,Wednesday,January,1,2014
191,2014-04-16,16,Wednesday,April,2,2014
198,2014-04-23,23,Wednesday,April,2,2014
201,2014-04-26,26,Saturday,April,2,2014
202,2014-04-27,27,Sunday,April,2,2014
203,2014-04-28,28,Monday,April,2,2014
206,2014-05-01,1,Thursday,May,2,2014
209,2014-05-04,4,Sunday,May,2,2014
215,2014-05-10,10,Saturday,May,2,2014
216,2014-05-11,11,Sunday,May,2,2014
217,2014-05-12,12,Monday,May,2,2014
218,2014-05-13,13,Tuesday,May,2,2014
219,2014-05-14,14,Wednesday,May,2,2014
222,2014-05-17,17,Saturday,May,2,2014
238,2014-06-02,2,Monday,June,2,2014
241,2014-06-05,5,Thursday,June,2,2014
242,2014-06-06,6,Friday,June,2,2014
243,2014-06-07,7,Saturday,June,2,2014
244,2014-06-08,8,Sunday,June,2,2014
245,2014-06-09,9,Monday,June,2,2014
118,2014-02-02,2,Sunday,February,1,2014
249,2014-06-13,13,Friday,June,2,2014
250,2014-06-14,14,Saturday,June,2,2014
253,2014-06-17,17,Tuesday,June,2,2014
254,2014-06-18,18,Wednesday,June,2,2014
258,2014-06-22,22,Sunday,June,2,2014
261,2014-06-25,25,Wednesday,June,2,2014
262,2014-06-26,26,Thursday,June,2,2014
265,2014-06-29,29,Sunday,June,2,2014
268,2014-07-02,2,Wednesday,July,3,2014
270,2014-07-04,4,Friday,July,3,2014
271,2014-07-05,5,Saturday,July,3,2014
272,2014-07-06,6,Sunday,July,3,2014
273,2014-07-07,7,Monday,July,3,2014
288,2014-07-22,22,Tuesday,July,3,2014
289,2014-07-23,23,Wednesday,July,3,2014
291,2014-07-25,25,Friday,July,3,2014
292,2014-07-26,26,Saturday,July,3,2014
310,2014-08-13,13,Wednesday,August,3,2014
312,2014-08-15,15,Friday,August,3,2014
313,2014-08-16,16,Saturday,August,3,2014
314,2014-08-17,17,Sunday,August,3,2014
315,2014-08-18,18,Monday,August,3,2014
318,2014-08-21,21,Thursday,August,3,2014
320,2014-08-23,23,Saturday,August,3,2014
321,2014-08-24,24,Sunday,August,3,2014
194,2014-04-19,19,Saturday,April,2,2014
324,2014-08-27,27,Wednesday,August,3,2014
326,2014-08-29,29,Friday,August,3,2014
327,2014-08-30,30,Saturday,August,3,2014
328,2014-08-31,31,Sunday,August,3,2014
330,2014-09-02,2,Tuesday,September,3,2014
331,2014-09-03,3,Wednesday,September,3,2014
346,2014-09-18,18,Thursday,September,3,2014
336,2014-09-08,8,Monday,September,3,2014
338,2014-09-10,10,Wednesday,September,3,2014
353,2014-09-25,25,Thursday,September,3,2014
355,2014-09-27,27,Saturday,September,3,2014
109,2014-01-24,24,Friday,January,1,2014
361,2014-10-03,3,Friday,October,4,2014
366,2014-10-08,8,Wednesday,October,4,2014
369,2014-10-11,11,Saturday,October,4,2014
371,2014-10-13,13,Monday,October,4,2014
374,2014-10-16,16,Thursday,October,4,2014
379,2014-10-21,21,Tuesday,October,4,2014
380,2014-10-22,22,Wednesday,October,4,2014
382,2014-10-24,24,Friday,October,4,2014
383,2014-10-25,25,Saturday,October,4,2014
386,2014-10-28,28,Tuesday,October,4,2014
389,2014-10-31,31,Friday,October,4,2014
390,2014-11-01,1,Saturday,November,4,2014
392,2014-11-03,3,Monday,November,4,2014
393,2014-11-04,4,Tuesday,November,4,2014
396,2014-11-07,7,Friday,November,4,2014
398,2014-11-09,9,Sunday,November,4,2014
402,2014-11-13,13,Thursday,November,4,2014
404,2014-11-15,15,Saturday,November,4,2014
406,2014-11-17,17,Monday,November,4,2014
409,2014-11-20,20,Thursday,November,4,2014
410,2014-11-21,21,Friday,November,4,2014
414,2014-11-25,25,Tuesday,November,4,2014
420,2014-12-01,1,Monday,December,4,2014
423,2014-12-04,4,Thursday,December,4,2014
462,2015-01-12,12,Monday,January,1,2015
442,2014-12-23,23,Tuesday,December,4,2014
445,2014-12-26,26,Friday,December,4,2014
490,2015-02-09,9,Monday,February,1,2015
457,2015-01-07,7,Wednesday,January,1,2015
463,2015-01-13,13,Tuesday,January,1,2015
481,2015-01-31,31,Saturday,January,1,2015
484,2015-02-03,3,Tuesday,February,1,2015
501,2015-02-20,20,Friday,February,1,2015
575,2015-05-06,6,Wednesday,May,2,2015
121,2014-02-05,5,Wednesday,February,1,2014
147,2014-03-03,3,Monday,March,1,2014
608,2015-06-08,8,Monday,June,2,2015
943,2016-05-08,8,Sunday,May,2,2016
722,2015-09-30,30,Wednesday,September,3,2015
930,2016-04-25,25,Monday,April,2,2016
766,2015-11-13,13,Friday,November,4,2015
807,2015-12-24,24,Thursday,December,4,2015
853,2016-02-08,8,Monday,February,1,2016
977,2016-06-11,11,Saturday,June,2,2016
405,2014-11-16,16,Sunday,November,4,2014
2,2013-01-19,19,Saturday,January,1,2013
3,2013-01-23,23,Wednesday,January,1,2013
4,2013-01-25,25,Friday,January,1,2013
10,2013-02-19,19,Tuesday,February,1,2013
12,2013-03-04,4,Monday,March,1,2013
16,2013-03-13,13,Wednesday,March,1,2013
19,2013-04-21,21,Sunday,April,2,2013
21,2013-04-24,24,Wednesday,April,2,2013
35,2013-06-07,7,Friday,June,2,2013
44,2013-07-12,12,Friday,July,3,2013
54,2013-08-09,9,Friday,August,3,2013
60,2013-08-25,25,Sunday,August,3,2013
65,2013-09-16,16,Monday,September,3,2013
67,2013-09-20,20,Friday,September,3,2013
71,2013-10-05,5,Saturday,October,4,2013
75,2013-10-26,26,Saturday,October,4,2013
78,2013-11-11,11,Monday,November,4,2013
81,2013-12-01,1,Sunday,December,4,2013
83,2013-12-22,22,Sunday,December,4,2013
84,2013-12-25,25,Wednesday,December,4,2013
124,2014-02-08,8,Saturday,February,1,2014
125,2014-02-09,9,Sunday,February,1,2014
127,2014-02-11,11,Tuesday,February,1,2014
137,2014-02-21,21,Friday,February,1,2014
142,2014-02-26,26,Wednesday,February,1,2014
144,2014-02-28,28,Friday,February,1,2014
159,2014-03-15,15,Saturday,March,1,2014
179,2014-04-04,4,Friday,April,2,2014
185,2014-04-10,10,Thursday,April,2,2014
187,2014-04-12,12,Saturday,April,2,2014
190,2014-04-15,15,Tuesday,April,2,2014
225,2014-05-20,20,Tuesday,May,2,2014
240,2014-06-04,4,Wednesday,June,2,2014
277,2014-07-11,11,Friday,July,3,2014
278,2014-07-12,12,Saturday,July,3,2014
329,2014-09-01,1,Monday,September,3,2014
337,2014-09-09,9,Tuesday,September,3,2014
340,2014-09-12,12,Friday,September,3,2014
354,2014-09-26,26,Friday,September,3,2014
401,2014-11-12,12,Wednesday,November,4,2014
32,2013-05-19,19,Sunday,May,2,2013
1,2013-01-07,7,Monday,January,1,2013
9,2013-02-11,11,Monday,February,1,2013
14,2013-03-10,10,Sunday,March,1,2013
22,2013-04-25,25,Thursday,April,2,2013
25,2013-05-04,4,Saturday,May,2,2013
28,2013-05-13,13,Monday,May,2,2013
39,2013-06-23,23,Sunday,June,2,2013
50,2013-08-02,2,Friday,August,3,2013
62,2013-09-11,11,Wednesday,September,3,2013
80,2013-11-28,28,Thursday,November,4,2013
6,2013-02-02,2,Saturday,February,1,2013
357,2014-09-29,29,Monday,September,3,2014
45,2013-07-13,13,Saturday,July,3,2013
335,2014-09-07,7,Sunday,September,3,2014
63,2013-09-14,14,Saturday,September,3,2013
29,2013-05-14,14,Tuesday,May,2,2013
41,2013-07-01,1,Monday,July,3,2013
46,2013-07-14,14,Sunday,July,3,2013
